1.558290130564998912e+18,3.386243000000000336e+01,2.695625100000000174e+01
1.558290190318000128e+18,3.507592799999999755e+01,2.695625100000000174e+01
1.558290250403000064e+18,3.628941700000000026e+01,2.695625100000000174e+01
1.558290310249999104e+18,3.750291399999999697e+01,2.695625100000000174e+01
1.558290370508000000e+18,3.871642700000000303e+01,2.695625100000000174e+01
1.558290400460000000e+18,3.871642700000000303e+01,2.722500000000000142e+01
1.558290490486000128e+18,4.014049500000000137e+01,2.722500000000000142e+01
1.558290520304999936e+18,4.014049500000000137e+01,2.743750000000000000e+01
1.558290610405999104e+18,4.331416300000000064e+01,2.743750000000000000e+01
1.558290640391000064e+18,4.331416300000000064e+01,2.775000000000000000e+01
1.558290760353999872e+18,4.331416300000000064e+01,2.796562399999999826e+01
1.558290790308000000e+18,4.452155299999999727e+01,2.796562399999999826e+01
1.558290970461999104e+18,4.612838699999999648e+01,2.819062399999999968e+01
1.558291120428998912e+18,4.612838699999999648e+01,2.839687500000000142e+01
1.558291270404000000e+18,4.612838699999999648e+01,2.863125000000000142e+01
1.558291390405999104e+18,4.612838699999999648e+01,2.884687399999999968e+01
1.558291510359000064e+18,4.612838699999999648e+01,2.905937399999999826e+01
1.558291570246000128e+18,4.892728799999999723e+01,2.905937399999999826e+01
1.558291600253999104e+18,4.892728799999999723e+01,2.950624799999999937e+01
1.558291630283000064e+18,4.739531999999999812e+01,2.950624799999999937e+01
1.558291690352000000e+18,4.739531999999999812e+01,2.971875000000000000e+01
1.558291990362999040e+18,4.632643499999999648e+01,2.971875000000000000e+01
1.558292020346999040e+18,4.632643499999999648e+01,2.992187500000000000e+01
1.558292140763000064e+18,4.632643499999999648e+01,2.992187500000000000e+01
1.558292230585999104e+18,4.510748699999999900e+01,2.992187500000000000e+01
1.558292260766000128e+18,4.510748699999999900e+01,3.012187600000000032e+01
1.558292380677999104e+18,4.510748699999999900e+01,3.012187600000000032e+01
1.558292410631000064e+18,4.397520999999999702e+01,3.012187600000000032e+01
1.558292530524000000e+18,4.294742999999999711e+01,3.034062399999999826e+01
1.558292650452000000e+18,4.165679599999999994e+01,3.034062399999999826e+01
1.558292770489999872e+18,4.023170999999999964e+01,3.057187700000000063e+01
1.558292830537999872e+18,3.921182300000000254e+01,3.057187700000000063e+01
1.558292950620000000e+18,3.808449600000000146e+01,3.057187700000000063e+01
1.558292980379000064e+18,3.808449600000000146e+01,3.077812399999999826e+01
1.558293010655000064e+18,3.697129999999999939e+01,3.077812399999999826e+01
1.558293130516998912e+18,3.520225500000000096e+01,3.077812399999999826e+01
1.558293220376999936e+18,3.520225500000000096e+01,3.097812499999999858e+01
1.558293250306999040e+18,3.330610699999999724e+01,3.097812499999999858e+01
1.558293370460998912e+18,3.121538999999999930e+01,3.097812499999999858e+01
1.558293430602999040e+18,3.245724500000000035e+01,3.097812499999999858e+01
1.558293490448000000e+18,3.120859000000000094e+01,3.119687700000000063e+01
1.558293550336998912e+18,2.991633399999999909e+01,3.119687700000000063e+01
1.558293670334000128e+18,2.843197400000000030e+01,3.119687700000000063e+01
1.558293820457999104e+18,2.843197400000000030e+01,3.098750100000000174e+01
1.558293910288998912e+18,2.710835600000000056e+01,3.098750100000000174e+01
1.558294090544000000e+18,2.606741099999999989e+01,3.098750100000000174e+01
1.558294240470000128e+18,2.606741099999999989e+01,3.075000000000000000e+01
1.558294330405999104e+18,2.481274399999999858e+01,3.075000000000000000e+01
1.558294510342999040e+18,2.363701999999999970e+01,3.075000000000000000e+01
1.558294810356999936e+18,2.242830800000000124e+01,3.075000000000000000e+01
1.558294870467000064e+18,2.242830800000000124e+01,3.054687500000000000e+01
1.558295170461999104e+18,2.393281700000000001e+01,3.054687500000000000e+01
1.558295470231000064e+18,2.519690299999999894e+01,3.054687500000000000e+01
1.558295770691000064e+18,2.631024000000000029e+01,3.054687500000000000e+01
1.558295860628000000e+18,2.631024000000000029e+01,3.034375000000000000e+01
1.558295950467000064e+18,2.753411699999999840e+01,3.034375000000000000e+01
1.558296190374000128e+18,2.875380300000000133e+01,3.034375000000000000e+01
1.558296520454999040e+18,2.997347600000000156e+01,3.034375000000000000e+01
1.558296550435000064e+18,3.120212000000000074e+01,3.034375000000000000e+01
